Word|Antonym1,Antonym2,Antonym3,Antonym4
coloring|colorlessness
colorise|discolor
colorize|discolor
colorless|colourful,colorful,colorful
colorlessness|color
colour in|discolor
colour|black-and-white,discolor,colorlessness
coloured|uncolored
colourful|colourless,colorless,colorless
colouring|colorlessness
colourise|discolor
colourize|discolor
colourless|colourful,colorful,colorful
colourlessness|color
columned|noncolumned
combed|uncombed
combinative|noncombinative
combinatory|noncombinative
combined|uncombined
combustible|noncombustible
come after|precede
come alive|fall asleep
come along|disappear,regress
come away|attach
come before|succeed
come down|rise,ascend
come in|go out,exit
come off|attach
come on|go off,regress
come through|fail,succumb
come up|set,go,go off,fall
come|leave,go
comedy|tragedy
comestible|inedible
comfort|discomfort
comfortable|uncomfortable
comfortableness|discomfort
comfortably|uncomfortably
comfy|uncomfortable
commence|end
commencement|middle,end,finish
commendation|disapproval
commensurate|incommensurate
commercial|noncommercial
commissioned|noncommissioned
commit|divest
committed|unattached,uncommitted
commodious|incommodious
common noun|proper noun
common|uncommon,individual
commonality|individuality
commonly|remarkably
commonness|individuality,uncommonness
commonplaceness|uncommonness
commove|calm
communicate|excommunicate
communicative|uncommunicative
communicativeness|uncommunicativeness
communicatory|uncommunicative
communisation|denationalization
communization|denationalization
commutable|incommutable
compact|loose,decompress
compactness|distribution
comparable|incomparable
comparably|incomparably
compartmented|uncompartmented
compassionate|uncompassionate
compatibility|incompatibility
compatible|incompatible
compatibly|incompatibly
compensate|wrong
competence|incompetence
competency|incompetence
competent|incompetent
competently|incompetently
competition|cooperation
competitive|noncompetitive
competitively|noncompetitively
competitory|noncompetitive
complain|cheer
complainant|defendant
complaining|uncomplaining
complainingly|uncomplainingly
complaintive|uncomplaining
complete|incomplete
completely|partly
completeness|incompleteness
complex instruction set computer|RISC,reduced instruction set computer,reduced instruction set computing
complex instruction set computing|RISC,reduced instruction set computer,reduced instruction set computing
complex|simple
complexity|simplicity
complexness|simplicity
compliance|noncompliance,nonconformity
compliant|defiant
complicate|simplify
complimentary|uncomplimentary
comport|misbehave
composed|discomposed
composure|discomposure
compound|simple
comprehendible|incomprehensible
comprehensibility|incomprehensibility
comprehensible|incomprehensible
comprehension|incomprehension
comprehensive|noncomprehensive
comprehensively|noncomprehensively
compress|decompress
compressibility|incompressibility
compressible|incompressible
compressing|decompression
compression|decompression
compromising|uncompromising
computer hardware|software
computer software|hardware
con|pro
concave polygon|convex polygon
concave|convex
concavely|convexly
conceal|show
concealed|unconcealed
concealing|revealing
concentrate|deconcentrate,decentralise,decentralize
concentrated|distributed,soft,unsaturated
concentration|distribution,dilution
concentric|eccentric
concentrical|eccentric
concentricity|eccentricity
concept|misconception
conception|misconception
concern|unconcern
concerned|unconcerned
concerted music|monophonic music,monophony
conciliative|antagonistic
conciliatory|uncompromising,antagonistic
concise|prolix
conclusion|beginning
conclusive|inconclusive
conclusively|inconclusively
conclusiveness|inconclusiveness
concord|disagree
concrete|abstract
concretely|abstractly
concreteness|abstractness
concur|disagree
condemnation|acquittal,approbation
conditional|unconditional
conditionally|unconditionally
conditioned|unconditioned
conductive|nonconductive
conductor|insulator
confidence|diffidence
confident|unconfident
confidingly|distrustfully
confine|free
confined|unconfined,invasive
confirm|negate
confirmed|unconfirmed
confirming|negative
confluent|distributary
conform to|violate
conform|deviate
conformation|noncompliance,nonconformity
conformism|nonconformism,nonconformity
conformist|nonconformist
conformity|noncompliance,nonconformity,nonconformism
confront|avoid
confused|clearheaded
confute|prove
congenial|uncongenial
congeniality|uncongeniality
congest|unclog
congruence|incongruousness,incongruity
congruent|incongruent,incongruous
congruity|incongruousness,incongruity
congruous|incongruous
congruousness|incongruousness,incongruity
conjoin|disjoin
conjugation|disunion
conjunct|disjunct
conjunctive|disjunctive
conk|be born
connate|adnate
connect|dissociate,unplug,disconnect
connected|unconnected
connectedness|disconnectedness,unconnectedness
connection|unconnectedness,disconnectedness
connexion|unconnectedness
connotative|denotative
conquerable|unconquerable
consanguinity|affinity
conscientious|unconscientious
conscientiousness|unconscientiousness
conscious|unconscious
consciously|unconsciously
consciousness|incognizance,unconsciousness
conscript|volunteer
consecrate|desecrated,desecrate
consecrated|desecrated
consecutive operation|parallel operation
consent|refuse
consequence|inconsequence
consequentially|inconsequentially
conservative|liberal
conservativist|liberal
conserve|waste
considerable|inconsiderable
considerate|inconsiderate
considerately|inconsiderately
considerateness|thoughtlessness,inconsideration
consideration|thoughtlessness,inconsideration
consistence|inconsistency
consistency|inconsistency
consistent|inconsistent,incoherent,unreproducible
consistently|unsystematically,inconsistently
consolable|inconsolable
consonant|vowel
consonantal|vocalic
conspicuous|inconspicuous
conspicuously|inconspicuously
conspicuousness|inconspicuousness
constancy|inconstancy
constant|inconstant
constant-width font|proportional font
constipated|unconstipated
constituted|unestablished
constitutional|unconstitutional
constitutionally|unconstitutionally
constricted|unconstricted
construct|misconception
construction|misconstruction
constructive metabolism|catabolism
constructive|destructive
constructiveness|destructiveness
consume|abstain
consummated|unconsummated
consumptive|generative
contaminate|decontaminate
contaminated|uncontaminated
contaminating|clean
contamination|decontamination
contemplative|active
contemptible|estimable
content|discontented,discontent
contented|discontented
contention|cooperation
contentment|discontentment
contestable|incontestable
contested|uncontested
continent|incontinent
continental|intercontinental
continual|sporadic
continuance|discontinuation,discontinuance
continuant consonant|stop consonant
continuant|stop consonant
continuation|discontinuation,discontinuance
continue|discontinue
continued|discontinued
continuity|discontinuity
continuous|discontinuous
contraclockwise|clockwise
contract in|contract out
contract out|contract in
contract|expand,widen,expand,stretch
contracted|expanded
contraction|expansion
contradict|affirm
contraindicate|indicate
contraindication|indication
contralateral|ipsilateral
contrapuntal|monophonic
contrasty|flat
control|unrestraint
controlled|uncontrolled
controversial|uncontroversial
controversially|uncontroversially
convalesce|deteriorate
convenience|inconvenience
convenient|incommodious,inconvenient
conveniently|inconveniently
convention|unconventionality
conventional|unconventional,unconventional,nuclear
conventionalism|unconventionality
conventionality|unconventionality
conventionally|unconventionally
converge|diverge,diverge
convergence|divergency,divergence
convergency|divergency,divergence
convergent thinking|divergent thinking
convergent|divergent
convertibility|inconvertibility
convertible|inconvertible
convex polygon|concave polygon
convex|concave
convexly|concavely
convey|take away
convict|acquit
conviction|acquittal
convinced|unconvinced
convincing|unconvincing
convincingly|unconvincingly
cooked|raw
cooking apple|eating apple
cool down|heat
cool|warm,heat
cooperation|competition
cooperative|uncooperative
coordinating|subordinating
coordination|incoordination
coordinative|subordinating
copiousness|scarcity
cordial reception|inhospitality
cork up|uncork
cork|uncork
corporality|incorporeality,immateriality
corporeal|incorporeal
corporeality|incorporeality,immateriality
corpuscular theory of light|wave theory of light,wave theory
corpuscular theory|wave theory of light,wave theory
correct|wrong,incorrect,falsify,wrong
corrected|uncorrected
correctitude|improperness,impropriety
correctly|wrongly,incorrectly
correctness|incorrectness,wrongness,incorrectness
correspond|disagree
correspondence|asymmetry
corrigible|incorrigible
corroborate|negate
corrupt|incorrupt,straight
corruptibility|incorruptibility
corruption|incorruptness
corruptness|incorruptness
cortex|medulla
cosmopolitan|provincial,endemic
costive|laxative
countenance|disallow,forbid
counterclockwise rotation|dextrorotation
counterclockwise|clockwise
counterfactuality|factuality
counterfeit|genuine
counterrevolutionary|revolutionary
country|urban area
couple on|uncouple
couple up|uncouple
couple|uncouple
courage|cowardice
courageous|cowardly
courageousness|cowardice
course|unnaturally
courteous|discourteous
courteously|discourteously,impolitely
courtesy|discourtesy
cousinly|uncousinly
cover|uncover
covered|bare
covert|overt
covertly|overtly
cowardice|courage
cowardliness|courage
cowardly|brave
crannied|uncrannied
crate|uncrate
crawl in|turn out,get up
crazily|sanely
creative thinking|uncreativeness
creative|uncreative
creativeness|uncreativeness
creativity|uncreativeness
credibility|incredibility
credible|incredible
credibleness|incredibility
credibly|incredibly
credit entry|debit
credit|debit,cash
creditor|debtor
credulous|incredulous
credulously|unbelievingly,incredulously
crescendo|decrescendo
criminal prosecution|defense
criminalisation|decriminalisation,decriminalization
criminalise|decriminalise,decriminalize,legalize
criminalization|decriminalisation,decriminalization
criminalize|decriminalise,decriminalize,legalize
critical|noncritical,uncritical
critically|uncritically
criticise|praise
criticize|praise
croak|be born
crooked|straight
crookedness|straightness
cross|uncross
crossbred|purebred
cross-country|road
crossed|uncrossed
cross-eyed|walleyed
cross-fertilisation|self-fertilization
cross-fertilization|self-fertilization
cross-pollination|self-pollination
crosswise|lengthwise
crowded|uncrowded
crowned|uncrowned,unlaureled
crownless|crowned
crucial|noncrucial
crude|refined
cry|laugh
cryptogamia|Phanerogamae
crystalline|noncrystalline
crystallised|uncrystallized
crystallized|uncrystallized
cubic|linear,planar
cultivated plant|weed
cultivated|uncultivated
curability|incurableness,incurability
curable|incurable
curableness|incurableness,incurability
curdle|homogenise,homogenize,homogenise
curious|incurious
curiousness|nativeness
curl|uncoil
curliness|straightness
curly|straight
current|noncurrent
curse|bless,communicate
cursed|blessed
cursorial|fossorial
curst|blessed
curtained|curtainless
curtainless|curtained
curve|straight line
curved shape|straight line
curved|straight
curving|straight
custom|ready-made
custom-built|ready-made
customised|ready-made
customized|ready-made
custom-made|ready-made
cut|uncut,expand,unmown,switch on,untrimmed
cyclic|acyclic,noncyclic
cyclical|noncyclic
cyclone|anticyclone
cypher|decode
dabbler|diving duck
dabbling duck|diving duck
damaged|undamaged
damn|bless
dampen|stimulate
danger|safety
dangerous|safe
dangerousness|safeness
daring|timidity
dark|light,day
darken|brighten
darkness|light,lightness
datable|undatable
dateable|undatable
daughter|boy,son
dauntlessly|fearfully
dawdle|rush
dawn|sunset
dawning|sunset
day game|night game
day of rest|workday
day school|boarding school,night school
day|night
daybreak|sunset
daylight|night
dayspring|sunset
daytime|night
dc|alternating current
de facto|de jure
de jure|de facto,unlawfully
deactivate|activate
deactivation|activation
dead|animate,alive,living,live
deaden|enliven
deadly sin|venial sin
deadness|responsiveness
deaf|hearing
death|birth
debark|embark
debarkation|embarkation
debenture bond|secured bond
debenture|secured bond
debilitating|invigorating
debit entry|credit
debit|credit
debitor|creditor
debtor|creditor
decalcify|calcify
decease|birth,be born
deceitfully|honestly
deceive|undeceive
decelerate|accelerate
deceleration|acceleration
decency|indecency
decent|indecent,improperly
decently|indecently,improperly
decentralisation|centralization
decentralise|concentrate,centralize,centralise
decentralised|centralized
decentralising|centralizing
decentralization|centralization
decentralize|concentrate,centralize,centralise
decentralized|centralized
decentralizing|centralizing
decertify|certify
deciduous plant|evergreen plant
deciduous|evergreen
decipher|encode
decipherably|illegibly
deciphered|undeciphered
decision|indecision,indecisiveness
decisive|indecisive
decisively|indecisively
decisiveness|indecision,indecisiveness,inconclusiveness
deck out|dress down
deck up|dress down
declarative|interrogatory,interrogative
declaratory|interrogatory,interrogative
declared|undeclared
declassification|classification
declassify|classify
declension|ascent
declination|improvement,ascent
decline|better,improvement,ascent,accept
declivity|ascent
decode|encode
decolonise|colonise,colonize
decolonize|colonise,colonize
decompress|pressurise,pressurize,tense,compress
decompressing|compression
decompression|compression
deconcentrate|concentrate,centralize,centralise
deconsecrate|consecrate
decontaminate|contaminate
decontamination|contamination
decorated|unadorned
decorous|indecorous
decorously|indecorously
decorousness|indecorousness,indecorum
decorum|indecorousness,indecorum
decouple|associate,couple
decrease|increment,increase,increase
decreased|increased
decreasing|increasing
decrement|increase,increment,increase
decrescendo|crescendo
decriminalisation|criminalisation,criminalization
decriminalise|criminalise,criminalize,outlaw
decriminalization|criminalisation,criminalization
decriminalize|criminalise,criminalize,outlaw
decrypt|encode
dedicated file server|non-dedicated file server
dedicated|desecrated,undedicated
dedifferentiate|differentiate
deduct|add
deductible|nondeductible
